Anchore Raw,Anchore Unique,Anchore Translation,Vuls Raw,Vuls Unique,Anchore to Vuls Matching,Vuls to Anchore Matching,Common Vulnerabilities,Anchore Unmatched,Vuls Unmatched,Total,Anchore Coverage,Vuls Coverage
,,,CVE-2018-10767,CVE-2018-10767,,67,,,,,,
,,,CVE-2018-10768,CVE-2018-10768,,68,,,,,,
,,,CVE-2018-10897,CVE-2018-10897,,70,,,,,,
,,,CVE-2018-1113,CVE-2018-1113,,74,,,,,,
,,,CVE-2018-1121,CVE-2018-1121,,#N/A,,,,,,
,,,CVE-2018-1122,CVE-2018-1122,,#N/A,,,,,,
,,,CVE-2018-11235,CVE-2018-11235,,77,,,,,,
,,,CVE-2018-11236,CVE-2018-11236,,78,,,,,,
,,,CVE-2018-11237,CVE-2018-11237,,79,,,,,,
,,,CVE-2018-1124,CVE-2018-1124,,80,,,,,,
,,,CVE-2018-1126,CVE-2018-1126,,81,,,,,,
,,,CVE-2018-12020,CVE-2018-12020,,83,,,,,,
,,,CVE-2018-12384,CVE-2018-12384,,84,,,,,,
,,,CVE-2018-12910,CVE-2018-12910,,85,,,,,,
,,,CVE-2018-13033,CVE-2018-13033,,86,,,,,,
,,,CVE-2018-13988,CVE-2018-13988,,87,,,,,,
,,,CVE-2018-15473,CVE-2018-15473,,#N/A,,,,,,
,,,CVE-2018-15919,CVE-2018-15919,,#N/A,,,,,,
,,,CVE-2018-17456,CVE-2018-17456,,89,,,,,,
,,,CVE-2018-19211,CVE-2018-19211,,#N/A,,,,,,
,,,CVE-2018-19217,CVE-2018-19217,,#N/A,,,,,,
,,,CVE-2018-5729,CVE-2018-5729,,97,,,,,,
,,,CVE-2018-5730,CVE-2018-5730,,98,,,,,,
,,,CVE-2018-5740,CVE-2018-5740,,99,,,,,,
,,,CVE-2018-5764,CVE-2018-5764,,#N/A,,,,,,
,,,CVE-2018-6003,CVE-2018-6003,,#N/A,,,,,,
,,,CVE-2018-6323,CVE-2018-6323,,#N/A,,,,,,
,,,CVE-2018-6485,CVE-2018-6485,,100,,,,,,
,,,CVE-2018-6759,CVE-2018-6759,,#N/A,,,,,,
,,,CVE-2018-6872,CVE-2018-6872,,#N/A,,,,,,
,,,CVE-2018-6942,CVE-2018-6942,,#N/A,,,,,,
,,,CVE-2018-7208,CVE-2018-7208,,101,,,,,,
,,,CVE-2018-7568,CVE-2018-7568,,103,,,,,,
,,,CVE-2018-7569,CVE-2018-7569,,104,,,,,,
,,,CVE-2018-7642,CVE-2018-7642,,105,,,,,,
,,,CVE-2018-7643,CVE-2018-7643,,106,,,,,,
,,,CVE-2018-8945,CVE-2018-8945,,108,,,,,,
