Anchore Raw,Anchore Unique,Anchore Translation,Vuls Raw,Vuls Unique,Anchore to Vuls Matching,Vuls to Anchore Matching,Common Vulnerabilities,Anchore Unmatched,Vuls Unmatched,Total,Anchore Coverage,Vuls Coverage
,,,CVE-2017-9756,CVE-2017-9756,,#N/A,,,,,,
,,,CVE-2017-9954,CVE-2017-9954,,#N/A,,,,,,
,,,CVE-2017-9955,CVE-2017-9955,,#N/A,,,,,,
,,,CVE-2018-0495,CVE-2018-0495,,90,,,,,,
,,,CVE-2018-0732,CVE-2018-0732,,91,,,,,,
,,,CVE-2018-0737,CVE-2018-0737,,92,,,,,,
,,,CVE-2018-0739,CVE-2018-0739,,93,,,,,,
,,,CVE-2018-1000001,CVE-2018-1000001,,94,,,,,,
,,,CVE-2018-1000007,CVE-2018-1000007,,95,,,,,,
,,,CVE-2018-1000030,CVE-2018-1000030,,#N/A,,,,,,
,,,CVE-2018-1000120,CVE-2018-1000120,,96,,,,,,
,,,CVE-2018-1000121,CVE-2018-1000121,,97,,,,,,
,,,CVE-2018-1000122,CVE-2018-1000122,,98,,,,,,
,,,CVE-2018-1000301,CVE-2018-1000301,,99,,,,,,
,,,CVE-2018-1000654,CVE-2018-1000654,,#N/A,,,,,,
,,,CVE-2018-10372,CVE-2018-10372,,100,,,,,,
,,,CVE-2018-10373,CVE-2018-10373,,101,,,,,,
,,,CVE-2018-1049,CVE-2018-1049,,102,,,,,,
,,,CVE-2018-10534,CVE-2018-10534,,103,,,,,,
,,,CVE-2018-10535,CVE-2018-10535,,104,,,,,,
,,,CVE-2018-1060,CVE-2018-1060,,105,,,,,,
,,,CVE-2018-1061,CVE-2018-1061,,106,,,,,,
,,,CVE-2018-10733,CVE-2018-10733,,107,,,,,,
,,,CVE-2018-10767,CVE-2018-10767,,108,,,,,,
,,,CVE-2018-10768,CVE-2018-10768,,109,,,,,,
,,,CVE-2018-10897,CVE-2018-10897,,110,,,,,,
,,,CVE-2018-1113,CVE-2018-1113,,111,,,,,,
,,,CVE-2018-1121,CVE-2018-1121,,#N/A,,,,,,
,,,CVE-2018-1122,CVE-2018-1122,,#N/A,,,,,,
,,,CVE-2018-11236,CVE-2018-11236,,112,,,,,,
,,,CVE-2018-11237,CVE-2018-11237,,113,,,,,,
,,,CVE-2018-1124,CVE-2018-1124,,114,,,,,,
,,,CVE-2018-1126,CVE-2018-1126,,115,,,,,,
,,,CVE-2018-12020,CVE-2018-12020,,116,,,,,,
,,,CVE-2018-12384,CVE-2018-12384,,117,,,,,,
,,,CVE-2018-12910,CVE-2018-12910,,118,,,,,,
,,,CVE-2018-13033,CVE-2018-13033,,119,,,,,,
,,,CVE-2018-13988,CVE-2018-13988,,120,,,,,,
,,,CVE-2018-19211,CVE-2018-19211,,#N/A,,,,,,
,,,CVE-2018-19217,CVE-2018-19217,,#N/A,,,,,,
,,,CVE-2018-5729,CVE-2018-5729,,122,,,,,,
,,,CVE-2018-5730,CVE-2018-5730,,#N/A,,,,,,
,,,CVE-2018-5740,CVE-2018-5740,,123,,,,,,
,,,CVE-2018-6003,CVE-2018-6003,,#N/A,,,,,,
,,,CVE-2018-6323,CVE-2018-6323,,#N/A,,,,,,
,,,CVE-2018-6485,CVE-2018-6485,,124,,,,,,
,,,CVE-2018-6759,CVE-2018-6759,,#N/A,,,,,,
,,,CVE-2018-6872,CVE-2018-6872,,#N/A,,,,,,
,,,CVE-2018-7208,CVE-2018-7208,,125,,,,,,
,,,CVE-2018-7568,CVE-2018-7568,,126,,,,,,
,,,CVE-2018-7569,CVE-2018-7569,,127,,,,,,
,,,CVE-2018-7642,CVE-2018-7642,,128,,,,,,
,,,CVE-2018-7643,CVE-2018-7643,,129,,,,,,
,,,CVE-2018-8945,CVE-2018-8945,,130,,,,,,
