Anchore Raw,Anchore Unique,Anchore Translation,Vuls Raw,Vuls Unique,Anchore to Vuls Matching,Vuls to Anchore Matching,Common Vulnerabilities,Anchore Unmatched,Vuls Unmatched,Total,Anchore Coverage,Vuls Coverage
RHSA-2016:2779,RHSA-2017:1481,CVE-2016-1840,CVE-2014-9365,CVE-2014-9365,88,1,,,,,,
RHSA-2016:2779,RHSA-2017:1680,CVE-2016-2177,CVE-2014-9402,CVE-2014-9402,93,2,,,,,,
RHSA-2016:2824,RHSA-2017:1852,CVE-2016-2178,CVE-2014-9471,CVE-2014-9471,94,#N/A,,,,,,
RHSA-2016:2972,RHSA-2017:1860,CVE-2016-2179,CVE-2014-9761,CVE-2014-9761,95,3,,,,,,
RHSA-2017:0062,RHSA-2017:1868,CVE-2016-2180,CVE-2014-9939,CVE-2014-9939,96,#N/A,,,,,,
RHSA-2017:0276,RHSA-2017:1916,CVE-2016-2181,CVE-2015-0245,CVE-2015-0245,97,#N/A,,,,,,
RHSA-2017:0286,RHSA-2017:1931,CVE-2016-2182,CVE-2015-0837,CVE-2015-0837,98,#N/A,,,,,,
RHSA-2017:0907,RHSA-2017:2016,CVE-2016-2183,CVE-2015-1197,CVE-2015-1197,99,#N/A,,,,,,
RHSA-2017:0907,RHSA-2017:2832,CVE-2016-2776,CVE-2015-1546,CVE-2015-1546,101,#N/A,,,,,,
RHSA-2017:0907,RHSA-2017:3263,CVE-2016-2834,CVE-2015-1606,CVE-2015-1606,104,#N/A,,,,,,
RHSA-2017:0907,RHSA-2018:0102,CVE-2016-3075,CVE-2015-1607,CVE-2015-1607,105,#N/A,,,,,,
RHSA-2017:1095,RHSA-2018:0260,CVE-2016-3119,CVE-2015-2059,CVE-2015-2059,106,#N/A,,,,,,
RHSA-2017:1100,RHSA-2018:0666,CVE-2016-3120,CVE-2015-2327,CVE-2015-2327,107,#N/A,,,,,,
RHSA-2017:1100,RHSA-2018:0805,CVE-2016-3627,CVE-2015-2328,CVE-2015-2328,109,#N/A,,,,,,
RHSA-2017:1100,RHSA-2018:0849,CVE-2016-3705,CVE-2015-2613,CVE-2015-2613,110,#N/A,,,,,,
RHSA-2017:1100,RHSA-2018:0998,CVE-2016-4447,CVE-2015-2716,CVE-2015-2716,113,#N/A,,,,,,
RHSA-2017:1365,RHSA-2018:1700,CVE-2016-4448,CVE-2015-2806,CVE-2015-2806,114,4,,,,,,
RHSA-2017:1365,RHSA-2018:2123,CVE-2016-4449,CVE-2015-2808,CVE-2015-2808,115,#N/A,,,,,,
RHSA-2017:1365,RHSA-2018:2181,CVE-2016-5011,CVE-2015-3153,CVE-2015-3153,128,#N/A,,,,,,
RHSA-2017:1481,RHSA-2018:2285,CVE-2016-5285,CVE-2015-3217,CVE-2015-3217,130,#N/A,,,,,,
RHSA-2017:1481,RHSA-2018:2570,CVE-2016-5419,CVE-2015-3622,CVE-2015-3622,132,5,,,,,,
RHSA-2017:1680,RHSA-2018:2768,CVE-2016-5420,CVE-2015-4041,CVE-2015-4041,133,#N/A,,,,,,
RHSA-2017:1852,RHSA-2018:3032,CVE-2016-5636,CVE-2015-4042,CVE-2015-4042,134,#N/A,,,,,,
RHSA-2017:1860,RHSA-2018:3041,CVE-2016-5699,CVE-2015-5073,CVE-2015-5073,135,#N/A,,,,,,
RHSA-2017:1868,RHSA-2018:3071,CVE-2016-6302,CVE-2015-5180,CVE-2015-5180,142,6,,,,,,
RHSA-2017:1868,RHSA-2018:3092,CVE-2016-6304,CVE-2015-5218,CVE-2015-5218,143,#N/A,,,,,,
RHSA-2017:1916,RHSA-2018:3140,CVE-2016-6306,CVE-2015-7036,CVE-2015-7036,144,#N/A,,,,,,
RHSA-2017:1916,RHSA-2018:3157,CVE-2016-6313,CVE-2015-8035,CVE-2015-8035,145,#N/A,,,,,,
RHSA-2017:1931,RHSA-2018:3221,CVE-2016-7141,CVE-2015-8380,CVE-2015-8380,150,#N/A,,,,,,
RHSA-2017:2016,RHSA-2018:3249,CVE-2016-7167,CVE-2015-8382,CVE-2015-8382,151,#N/A,,,,,,
RHSA-2017:2016,,CVE-2016-7795,CVE-2015-8385,CVE-2015-8385,153,#N/A,,,,,,
RHSA-2017:2832,,CVE-2016-8610,CVE-2015-8386,CVE-2015-8386,154,#N/A,,,,,,
RHSA-2017:2832,,CVE-2016-8635,CVE-2015-8387,CVE-2015-8387,165,#N/A,,,,,,
RHSA-2017:2832,,CVE-2016-8864,CVE-2015-8388,CVE-2015-8388,166,#N/A,,,,,,
RHSA-2017:3263,,CVE-2016-9131,CVE-2015-8390,CVE-2015-8390,169,#N/A,,,,,,
RHSA-2017:3263,,CVE-2016-9147,CVE-2015-8391,CVE-2015-8391,170,#N/A,,,,,,
RHSA-2018:0102,,CVE-2016-9444,CVE-2015-8393,CVE-2015-8393,173,#N/A,,,,,,
RHSA-2018:0260,,CVE-2017-1000257,CVE-2015-8394,CVE-2015-8394,180,#N/A,,,,,,
RHSA-2018:0260,,CVE-2017-1000366,CVE-2015-8538,CVE-2015-8538,181,#N/A,,,,,,
RHSA-2018:0666,,CVE-2017-11368,CVE-2015-8776,CVE-2015-8776,190,7,,,,,,
RHSA-2018:0805,,CVE-2017-11671,CVE-2015-8777,CVE-2015-8777,191,8,,,,,,
RHSA-2018:0805,,CVE-2017-12132,CVE-2015-8778,CVE-2015-8778,192,9,,,,,,
RHSA-2018:0849,,CVE-2017-15670,CVE-2015-8779,CVE-2015-8779,240,10,,,,,,
RHSA-2018:0849,,CVE-2017-15804,CVE-2015-8806,CVE-2015-8806,242,#N/A,,,,,,
RHSA-2018:0998,,CVE-2017-2616,CVE-2015-8948,CVE-2015-8948,267,#N/A,,,,,,
RHSA-2018:1700,,CVE-2017-3135,CVE-2015-8982,CVE-2015-8982,268,#N/A,,,,,,
RHSA-2018:2123,,CVE-2017-3136,CVE-2015-8983,CVE-2015-8983,269,#N/A,,,,,,
RHSA-2018:2123,,CVE-2017-3137,CVE-2015-8984,CVE-2015-8984,270,#N/A,,,,,,
RHSA-2018:2181,,CVE-2017-3142,CVE-2015-8985,CVE-2015-8985,271,#N/A,,,,,,
RHSA-2018:2285,,CVE-2017-3143,CVE-2016-0634,CVE-2016-0634,272,#N/A,,,,,,
RHSA-2018:2285,,CVE-2017-3145,CVE-2016-0718,CVE-2016-0718,273,11,,,,,,
RHSA-2018:2285,,CVE-2017-3731,CVE-2016-0755,CVE-2016-0755,274,#N/A,,,,,,
RHSA-2018:2570,,CVE-2017-3736,CVE-2016-0772,CVE-2016-0772,276,12,,,,,,
RHSA-2018:2768,,CVE-2017-3737,CVE-2016-1000110,CVE-2016-1000110,277,13,,,,,,
RHSA-2018:2768,,CVE-2017-3738,CVE-2016-10228,CVE-2016-10228,278,#N/A,,,,,,
RHSA-2018:2768,,CVE-2017-5461,CVE-2016-1234,CVE-2016-1234,280,#N/A,,,,,,
RHSA-2018:3032,,CVE-2017-7502,CVE-2016-1248,CVE-2016-1248,309,14,,,,,,
RHSA-2018:3041,,CVE-2017-7562,CVE-2016-1762,CVE-2016-1762,311,15,,,,,,
RHSA-2018:3041,,CVE-2017-7805,CVE-2016-1833,CVE-2016-1833,314,16,,,,,,
RHSA-2018:3071,,CVE-2017-9287,CVE-2016-1834,CVE-2016-1834,338,17,,,,,,
RHSA-2018:3092,,CVE-2018-1000001,CVE-2016-1835,CVE-2016-1835,360,18,,,,,,
RHSA-2018:3092,,CVE-2018-10372,CVE-2016-1836,CVE-2016-1836,368,19,,,,,,
RHSA-2018:3140,,CVE-2018-10373,CVE-2016-1837,CVE-2016-1837,369,20,,,,,,
RHSA-2018:3140,,CVE-2018-1049,CVE-2016-1838,CVE-2016-1838,370,21,,,,,,
RHSA-2018:3157,,CVE-2018-10534,CVE-2016-1839,CVE-2016-1839,371,22,,,,,,
RHSA-2018:3157,,CVE-2018-10535,CVE-2016-1840,CVE-2016-1840,372,23,,,,,,
RHSA-2018:3221,,CVE-2018-1060,CVE-2016-1938,CVE-2016-1938,373,#N/A,,,,,,
RHSA-2018:3249,,CVE-2018-1061,CVE-2016-1951,CVE-2016-1951,374,#N/A,,,,,,
,,CVE-2018-10897,CVE-2016-2037,CVE-2016-2037,378,#N/A,,,,,,
,,CVE-2018-1124,CVE-2016-2073,CVE-2016-2073,384,#N/A,,,,,,
,,CVE-2018-1126,CVE-2016-2177,CVE-2016-2177,385,24,,,,,,
,,CVE-2018-12020,CVE-2016-2178,CVE-2016-2178,386,25,,,,,,
,,CVE-2018-12384,CVE-2016-2179,CVE-2016-2179,387,26,,,,,,
,,CVE-2018-13033,CVE-2016-2180,CVE-2016-2180,389,27,,,,,,
,,CVE-2018-5729,CVE-2016-2181,CVE-2016-2181,393,28,,,,,,
,,CVE-2018-5730,CVE-2016-2182,CVE-2016-2182,394,29,,,,,,
,,CVE-2018-5740,CVE-2016-2183,CVE-2016-2183,395,30,,,,,,
,,CVE-2018-6485,CVE-2016-2226,CVE-2016-2226,398,#N/A,,,,,,
,,CVE-2018-7208,CVE-2016-2776,CVE-2016-2776,401,31,,,,,,
,,CVE-2018-7568,CVE-2016-2779,CVE-2016-2779,402,#N/A,,,,,,
,,CVE-2018-7569,CVE-2016-2781,CVE-2016-2781,403,#N/A,,,,,,
,,CVE-2018-7642,CVE-2016-2834,CVE-2016-2834,404,32,,,,,,
,,CVE-2018-7643,CVE-2016-3075,CVE-2016-3075,405,33,,,,,,
,,CVE-2018-8945,CVE-2016-3119,CVE-2016-3119,406,34,,,,,,
,,,CVE-2016-3120,CVE-2016-3120,,35,,,,,,
,,,CVE-2016-3191,CVE-2016-3191,,#N/A,,,,,,
,,,CVE-2016-3627,CVE-2016-3627,,36,,,,,,
,,,CVE-2016-3705,CVE-2016-3705,,37,,,,,,
,,,CVE-2016-4008,CVE-2016-4008,,#N/A,,,,,,
,,,CVE-2016-4429,CVE-2016-4429,,#N/A,,,,,,
,,,CVE-2016-4447,CVE-2016-4447,,38,,,,,,
,,,CVE-2016-4448,CVE-2016-4448,,39,,,,,,
,,,CVE-2016-4449,CVE-2016-4449,,40,,,,,,
,,,CVE-2016-4472,CVE-2016-4472,,#N/A,,,,,,
,,,CVE-2016-4483,CVE-2016-4483,,#N/A,,,,,,
,,,CVE-2016-4484,CVE-2016-4484,,#N/A,,,,,,
,,,CVE-2016-4487,CVE-2016-4487,,#N/A,,,,,,
,,,CVE-2016-4488,CVE-2016-4488,,#N/A,,,,,,
,,,CVE-2016-4489,CVE-2016-4489,,#N/A,,,,,,
,,,CVE-2016-4490,CVE-2016-4490,,#N/A,,,,,,
,,,CVE-2016-4491,CVE-2016-4491,,#N/A,,,,,,
,,,CVE-2016-4492,CVE-2016-4492,,#N/A,,,,,,
,,,CVE-2016-4493,CVE-2016-4493,,#N/A,,,,,,
,,,CVE-2016-4658,CVE-2016-4658,,#N/A,,,,,,
,,,CVE-2016-4984,CVE-2016-4984,,#N/A,,,,,,
,,,CVE-2016-5011,CVE-2016-5011,,41,,,,,,
,,,CVE-2016-5131,CVE-2016-5131,,#N/A,,,,,,
,,,CVE-2016-5285,CVE-2016-5285,,42,,,,,,
,,,CVE-2016-5300,CVE-2016-5300,,#N/A,,,,,,
,,,CVE-2016-5419,CVE-2016-5419,,43,,,,,,
,,,CVE-2016-5420,CVE-2016-5420,,44,,,,,,
,,,CVE-2016-5636,CVE-2016-5636,,45,,,,,,
,,,CVE-2016-5699,CVE-2016-5699,,46,,,,,,
,,,CVE-2016-6131,CVE-2016-6131,,#N/A,,,,,,
,,,CVE-2016-6153,CVE-2016-6153,,#N/A,,,,,,
,,,CVE-2016-6252,CVE-2016-6252,,#N/A,,,,,,
,,,CVE-2016-6261,CVE-2016-6261,,#N/A,,,,,,
,,,CVE-2016-6262,CVE-2016-6262,,#N/A,,,,,,
,,,CVE-2016-6263,CVE-2016-6263,,#N/A,,,,,,
,,,CVE-2016-6302,CVE-2016-6302,,47,,,,,,
,,,CVE-2016-6304,CVE-2016-6304,,48,,,,,,
,,,CVE-2016-6306,CVE-2016-6306,,49,,,,,,
,,,CVE-2016-6313,CVE-2016-6313,,50,,,,,,
,,,CVE-2016-6318,CVE-2016-6318,,#N/A,,,,,,
,,,CVE-2016-6321,CVE-2016-6321,,#N/A,,,,,,
,,,CVE-2016-6349,CVE-2016-6349,,#N/A,,,,,,
,,,CVE-2016-7091,CVE-2016-7091,,#N/A,,,,,,
,,,CVE-2016-7141,CVE-2016-7141,,51,,,,,,
,,,CVE-2016-7167,CVE-2016-7167,,52,,,,,,
,,,CVE-2016-7543,CVE-2016-7543,,#N/A,,,,,,
,,,CVE-2016-7795,CVE-2016-7795,,53,,,,,,
,,,CVE-2016-8610,CVE-2016-8610,,54,,,,,,
,,,CVE-2016-8615,CVE-2016-8615,,#N/A,,,,,,
,,,CVE-2016-8616,CVE-2016-8616,,#N/A,,,,,,
,,,CVE-2016-8617,CVE-2016-8617,,#N/A,,,,,,
,,,CVE-2016-8618,CVE-2016-8618,,#N/A,,,,,,
,,,CVE-2016-8619,CVE-2016-8619,,#N/A,,,,,,
,,,CVE-2016-8621,CVE-2016-8621,,#N/A,,,,,,
,,,CVE-2016-8622,CVE-2016-8622,,#N/A,,,,,,
,,,CVE-2016-8623,CVE-2016-8623,,#N/A,,,,,,
,,,CVE-2016-8624,CVE-2016-8624,,#N/A,,,,,,
,,,CVE-2016-8625,CVE-2016-8625,,#N/A,,,,,,
,,,CVE-2016-8635,CVE-2016-8635,,55,,,,,,
,,,CVE-2016-8864,CVE-2016-8864,,56,,,,,,
,,,CVE-2016-9063,CVE-2016-9063,,#N/A,,,,,,
,,,CVE-2016-9074,CVE-2016-9074,,#N/A,,,,,,
,,,CVE-2016-9131,CVE-2016-9131,,57,,,,,,
,,,CVE-2016-9147,CVE-2016-9147,,58,,,,,,
,,,CVE-2016-9318,CVE-2016-9318,,#N/A,,,,,,
,,,CVE-2016-9401,CVE-2016-9401,,#N/A,,,,,,
,,,CVE-2016-9444,CVE-2016-9444,,59,,,,,,
,,,CVE-2016-9574,CVE-2016-9574,,#N/A,,,,,,
,,,CVE-2016-9586,CVE-2016-9586,,#N/A,,,,,,
,,,CVE-2017-0663,CVE-2017-0663,,#N/A,,,,,,
,,,CVE-2017-1000100,CVE-2017-1000100,,#N/A,,,,,,
,,,CVE-2017-1000158,CVE-2017-1000158,,#N/A,,,,,,
,,,CVE-2017-1000254,CVE-2017-1000254,,#N/A,,,,,,
,,,CVE-2017-1000257,CVE-2017-1000257,,60,,,,,,
,,,CVE-2017-1000366,CVE-2017-1000366,,61,,,,,,
,,,CVE-2017-10140,CVE-2017-10140,,#N/A,,,,,,
,,,CVE-2017-10684,CVE-2017-10684,,#N/A,,,,,,
,,,CVE-2017-10685,CVE-2017-10685,,#N/A,,,,,,
,,,CVE-2017-10790,CVE-2017-10790,,#N/A,,,,,,
,,,CVE-2017-10989,CVE-2017-10989,,#N/A,,,,,,
,,,CVE-2017-11112,CVE-2017-11112,,#N/A,,,,,,
,,,CVE-2017-11113,CVE-2017-11113,,#N/A,,,,,,
,,,CVE-2017-11164,CVE-2017-11164,,#N/A,,,,,,
,,,CVE-2017-11368,CVE-2017-11368,,62,,,,,,
,,,CVE-2017-11671,CVE-2017-11671,,63,,,,,,
,,,CVE-2017-12132,CVE-2017-12132,,64,,,,,,
,,,CVE-2017-12449,CVE-2017-12449,,#N/A,,,,,,
,,,CVE-2017-12451,CVE-2017-12451,,#N/A,,,,,,
,,,CVE-2017-12452,CVE-2017-12452,,#N/A,,,,,,
,,,CVE-2017-12453,CVE-2017-12453,,#N/A,,,,,,
,,,CVE-2017-12454,CVE-2017-12454,,#N/A,,,,,,
,,,CVE-2017-12455,CVE-2017-12455,,#N/A,,,,,,
,,,CVE-2017-12456,CVE-2017-12456,,#N/A,,,,,,
,,,CVE-2017-12457,CVE-2017-12457,,#N/A,,,,,,
,,,CVE-2017-12458,CVE-2017-12458,,#N/A,,,,,,
,,,CVE-2017-12799,CVE-2017-12799,,#N/A,,,,,,
,,,CVE-2017-12967,CVE-2017-12967,,#N/A,,,,,,
,,,CVE-2017-13685,CVE-2017-13685,,#N/A,,,,,,
,,,CVE-2017-13710,CVE-2017-13710,,#N/A,,,,,,
,,,CVE-2017-13716,CVE-2017-13716,,#N/A,,,,,,
,,,CVE-2017-13728,CVE-2017-13728,,#N/A,,,,,,
,,,CVE-2017-13729,CVE-2017-13729,,#N/A,,,,,,
,,,CVE-2017-13730,CVE-2017-13730,,#N/A,,,,,,
,,,CVE-2017-13731,CVE-2017-13731,,#N/A,,,,,,
,,,CVE-2017-13732,CVE-2017-13732,,#N/A,,,,,,
,,,CVE-2017-13733,CVE-2017-13733,,#N/A,,,,,,
,,,CVE-2017-13734,CVE-2017-13734,,#N/A,,,,,,
,,,CVE-2017-13757,CVE-2017-13757,,#N/A,,,,,,
,,,CVE-2017-14062,CVE-2017-14062,,#N/A,,,,,,
,,,CVE-2017-14128,CVE-2017-14128,,#N/A,,,,,,
,,,CVE-2017-14129,CVE-2017-14129,,#N/A,,,,,,
,,,CVE-2017-14130,CVE-2017-14130,,#N/A,,,,,,
,,,CVE-2017-14159,CVE-2017-14159,,#N/A,,,,,,
,,,CVE-2017-14529,CVE-2017-14529,,#N/A,,,,,,
,,,CVE-2017-14729,CVE-2017-14729,,#N/A,,,,,,
,,,CVE-2017-14745,CVE-2017-14745,,#N/A,,,,,,
,,,CVE-2017-14930,CVE-2017-14930,,#N/A,,,,,,
,,,CVE-2017-14932,CVE-2017-14932,,#N/A,,,,,,
,,,CVE-2017-14933,CVE-2017-14933,,#N/A,,,,,,
,,,CVE-2017-14934,CVE-2017-14934,,#N/A,,,,,,
,,,CVE-2017-14938,CVE-2017-14938,,#N/A,,,,,,
,,,CVE-2017-14939,CVE-2017-14939,,#N/A,,,,,,
,,,CVE-2017-14940,CVE-2017-14940,,#N/A,,,,,,
,,,CVE-2017-14974,CVE-2017-14974,,#N/A,,,,,,
,,,CVE-2017-15020,CVE-2017-15020,,#N/A,,,,,,
,,,CVE-2017-15021,CVE-2017-15021,,#N/A,,,,,,
,,,CVE-2017-15022,CVE-2017-15022,,#N/A,,,,,,
,,,CVE-2017-15023,CVE-2017-15023,,#N/A,,,,,,
,,,CVE-2017-15024,CVE-2017-15024,,#N/A,,,,,,
,,,CVE-2017-15025,CVE-2017-15025,,#N/A,,,,,,
,,,CVE-2017-15225,CVE-2017-15225,,#N/A,,,,,,
,,,CVE-2017-15286,CVE-2017-15286,,#N/A,,,,,,
,,,CVE-2017-15412,CVE-2017-15412,,#N/A,,,,,,
,,,CVE-2017-15670,CVE-2017-15670,,65,,,,,,
,,,CVE-2017-15671,CVE-2017-15671,,#N/A,,,,,,
,,,CVE-2017-15804,CVE-2017-15804,,66,,,,,,
,,,CVE-2017-15938,CVE-2017-15938,,#N/A,,,,,,
,,,CVE-2017-15939,CVE-2017-15939,,#N/A,,,,,,
,,,CVE-2017-15996,CVE-2017-15996,,#N/A,,,,,,
,,,CVE-2017-16826,CVE-2017-16826,,#N/A,,,,,,
,,,CVE-2017-16827,CVE-2017-16827,,#N/A,,,,,,
,,,CVE-2017-16828,CVE-2017-16828,,#N/A,,,,,,
,,,CVE-2017-16829,CVE-2017-16829,,#N/A,,,,,,
,,,CVE-2017-16830,CVE-2017-16830,,#N/A,,,,,,
,,,CVE-2017-16831,CVE-2017-16831,,#N/A,,,,,,
,,,CVE-2017-16832,CVE-2017-16832,,#N/A,,,,,,
,,,CVE-2017-16879,CVE-2017-16879,,#N/A,,,,,,
,,,CVE-2017-16931,CVE-2017-16931,,#N/A,,,,,,
,,,CVE-2017-16932,CVE-2017-16932,,#N/A,,,,,,
,,,CVE-2017-16997,CVE-2017-16997,,#N/A,,,,,,
,,,CVE-2017-17080,CVE-2017-17080,,#N/A,,,,,,
,,,CVE-2017-17121,CVE-2017-17121,,#N/A,,,,,,
,,,CVE-2017-17122,CVE-2017-17122,,#N/A,,,,,,
,,,CVE-2017-17123,CVE-2017-17123,,#N/A,,,,,,
,,,CVE-2017-17124,CVE-2017-17124,,#N/A,,,,,,
,,,CVE-2017-17125,CVE-2017-17125,,#N/A,,,,,,
,,,CVE-2017-17126,CVE-2017-17126,,#N/A,,,,,,
,,,CVE-2017-18018,CVE-2017-18018,,#N/A,,,,,,
,,,CVE-2017-18078,CVE-2017-18078,,#N/A,,,,,,
,,,CVE-2017-18267,CVE-2017-18267,,#N/A,,,,,,
,,,CVE-2017-2616,CVE-2017-2616,,67,,,,,,
,,,CVE-2017-3135,CVE-2017-3135,,68,,,,,,
,,,CVE-2017-3136,CVE-2017-3136,,69,,,,,,
,,,CVE-2017-3137,CVE-2017-3137,,70,,,,,,
,,,CVE-2017-3142,CVE-2017-3142,,71,,,,,,
,,,CVE-2017-3143,CVE-2017-3143,,72,,,,,,
,,,CVE-2017-3145,CVE-2017-3145,,73,,,,,,
,,,CVE-2017-3731,CVE-2017-3731,,74,,,,,,
,,,CVE-2017-3735,CVE-2017-3735,,#N/A,,,,,,
,,,CVE-2017-3736,CVE-2017-3736,,75,,,,,,
,,,CVE-2017-3737,CVE-2017-3737,,76,,,,,,
,,,CVE-2017-3738,CVE-2017-3738,,77,,,,,,
,,,CVE-2017-5130,CVE-2017-5130,,#N/A,,,,,,
,,,CVE-2017-5461,CVE-2017-5461,,78,,,,,,
,,,CVE-2017-5969,CVE-2017-5969,,#N/A,,,,,,
,,,CVE-2017-6004,CVE-2017-6004,,#N/A,,,,,,
,,,CVE-2017-6891,CVE-2017-6891,,#N/A,,,,,,
,,,CVE-2017-6965,CVE-2017-6965,,#N/A,,,,,,
,,,CVE-2017-6966,CVE-2017-6966,,#N/A,,,,,,
,,,CVE-2017-6969,CVE-2017-6969,,#N/A,,,,,,
,,,CVE-2017-7000,CVE-2017-7000,,#N/A,,,,,,
,,,CVE-2017-7186,CVE-2017-7186,,#N/A,,,,,,
,,,CVE-2017-7209,CVE-2017-7209,,#N/A,,,,,,
,,,CVE-2017-7210,CVE-2017-7210,,#N/A,,,,,,
,,,CVE-2017-7223,CVE-2017-7223,,#N/A,,,,,,
,,,CVE-2017-7224,CVE-2017-7224,,#N/A,,,,,,
,,,CVE-2017-7225,CVE-2017-7225,,#N/A,,,,,,
,,,CVE-2017-7226,CVE-2017-7226,,#N/A,,,,,,
,,,CVE-2017-7227,CVE-2017-7227,,#N/A,,,,,,
,,,CVE-2017-7244,CVE-2017-7244,,#N/A,,,,,,
,,,CVE-2017-7245,CVE-2017-7245,,#N/A,,,,,,
,,,CVE-2017-7246,CVE-2017-7246,,#N/A,,,,,,
,,,CVE-2017-7299,CVE-2017-7299,,#N/A,,,,,,
,,,CVE-2017-7300,CVE-2017-7300,,#N/A,,,,,,
,,,CVE-2017-7301,CVE-2017-7301,,#N/A,,,,,,
,,,CVE-2017-7302,CVE-2017-7302,,#N/A,,,,,,
,,,CVE-2017-7303,CVE-2017-7303,,#N/A,,,,,,
,,,CVE-2017-7304,CVE-2017-7304,,#N/A,,,,,,
,,,CVE-2017-7375,CVE-2017-7375,,#N/A,,,,,,
,,,CVE-2017-7407,CVE-2017-7407,,#N/A,,,,,,
,,,CVE-2017-7500,CVE-2017-7500,,#N/A,,,,,,
,,,CVE-2017-7501,CVE-2017-7501,,#N/A,,,,,,
,,,CVE-2017-7502,CVE-2017-7502,,79,,,,,,
,,,CVE-2017-7526,CVE-2017-7526,,#N/A,,,,,,
,,,CVE-2017-7562,CVE-2017-7562,,80,,,,,,
,,,CVE-2017-7614,CVE-2017-7614,,#N/A,,,,,,
,,,CVE-2017-7781,CVE-2017-7781,,#N/A,,,,,,
,,,CVE-2017-7805,CVE-2017-7805,,81,,,,,,
,,,CVE-2017-8392,CVE-2017-8392,,#N/A,,,,,,
,,,CVE-2017-8393,CVE-2017-8393,,#N/A,,,,,,
,,,CVE-2017-8394,CVE-2017-8394,,#N/A,,,,,,
,,,CVE-2017-8395,CVE-2017-8395,,#N/A,,,,,,
,,,CVE-2017-8396,CVE-2017-8396,,#N/A,,,,,,
,,,CVE-2017-8397,CVE-2017-8397,,#N/A,,,,,,
,,,CVE-2017-8398,CVE-2017-8398,,#N/A,,,,,,
